Name,Description,Price,Scent_Family,Scent_Family_2,Intensity,Website_Link
Jean Paul Gaultier Le Male Pride Collector 2024, A vibrant citrus and floral fragrance.,155,Citrus,Floral,3,https://tinyurl.com/2pc3m7dn
Jean Paul Gaultier Le Male Lover, A sensual ambery oriental fragrance with musk undertones.,126,Ambery,Musk Skin,4,https://tinyurl.com/2nyesbpy
Jean Paul Gaultier Classique Pride Collector 2024, A fresh citrus and floral fragrance.,130,Citrus,Floral,3,https://tinyurl.com/y5zfjcxt
Jean Paul Gaultier Le Beau Paradise Garden, A woody fragrance with watery notes.,109,Woody,Watery,4,https://tinyurl.com/yspvyud4
Jean Paul Gaultier Le Male Xmas Collector 2023, An aromatic fougere fragrance with ambery oriental notes.,150,Aromatic Fougere,Ambery,3,https://tinyurl.com/3z2m6rzh
Jean Paul Gaultier Le Male Elixir, An ambery oriental fragrance with aromatic fougere undertones.,120,Ambery,Aromatic Fougere,5,https://tinyurl.com/2fym97um
Jean Paul Gaultier Gaultier² (2023), A woody fragrance with rich ambery oriental notes.,144,Woody,Ambery,4,https://tinyurl.com/2k73n7vd
Jean Paul Gaultier Scandal Pour Homme Le Parfum, An intense ambery oriental fragrance with woody notes.,84,Ambery,Woody,4,https://tinyurl.com/tfp4s2wr
Jean Paul Gaultier Le Beau Le Parfum, A woody fragrance with ambery oriental undertones.,120,Woody,Ambery,4,https://tinyurl.com/4yxxua2n
Jean Paul Gaultier Scandal Pour Homme, An enticing woody fragrance with ambery oriental notes.,89,Woody,Ambery,3,https://tinyurl.com/58xfnw7c
Jean Paul Gaultier Le Male Le Parfum, A deep ambery oriental fragrance with woody undertones.,110,Ambery,Woody,4,https://tinyurl.com/3pyb6c7w
Jean Paul Gaultier Le Beau, A woody fragrance with aromatic fougere nuances.,99,Woody,Aromatic Fougere,3,https://tinyurl.com/542b93hf
Jean Paul Gaultier Ultra Male, An ambery oriental fragrance with aromatic fougere undertones.,100,Ambery,Aromatic Fougere,3,https://tinyurl.com/3r964w62
Jean Paul Gaultier Le Beau Male, An aromatic fougere fragrance with fruity notes.,114,Aromatic Fougere,Fruity,3,https://tinyurl.com/yua2dmt9
Jean Paul Gaultier Le Male, An aromatic fougere fragrance with ambery oriental undertones.,120,Aromatic Fougere,Ambery,3,https://tinyurl.com/2cw3fn4w
Jimmy Choo Man Aqua,"A fresh aquatic fragrance with a hint of marine notes, perfect for a refreshing summer vibe.",46,Aromatic Fougere,Watery,3,https://tinyurl.com/mpzecehk
Jimmy Choo Urban Hero,"A bold and sophisticated scent, featuring woody and metallic notes, inspired by the modern cityscape.",35,Woody,Citrus,4,https://tinyurl.com/2xz6hdst
Jimmy Choo Man Blue,"A casual yet distinctive fragrance with a blend of leather and woods, designed for the contemporary man.",30,Leather,Citrus,3,https://tinyurl.com/ypsv2tsh
Jimmy Choo Man Ice,"A lively and energizing scent with citrus and woody notes, ideal for vibrant, outgoing personalities.",25,Woody,Citrus,3,https://tinyurl.com/yz29uxsw
Jimmy Choo Man Intense,"A deeper and more sensual version of the original, with enhanced notes of black pepper and lavender for a compelling presence.",37,Woody,Ambery,3,https://tinyurl.com/2htx6zvz
Jimmy Choo Man,"The original fragrance, a modern and aromatic blend with notes of suede and patchouli, capturing the essence of masculine sophistication.",30,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/26j8m3fn
Jo Malone London Passiflora 2024,A vibrant and exotic fragrance with floral and fruity notes perfect for a lively day. ,90,Floral,Ambery,2,https://tinyurl.com/23w3ez8w
Jo Malone London Musk Memento,A warm and sensual fragrance blending musk and floral elements ideal for intimate evenings.,90,Floral,Musk Skin,2,https://tinyurl.com/5n8ue6sc
Jo Malone London Ginger Beer 2024,A bold and invigorating scent with spicy and citrusy notes reminiscent of a refreshing drink.,90,Woody,Citrus,2,https://tinyurl.com/ywcmhn3b
Jo Malone London Emerald Thyme 2024,A fresh and herbal fragrance with citrus undertones evoking the essence of a green garden.,90,Citrus,Citrus,2,https://tinyurl.com/bdfv8pun
Jo Malone London Yuzu Zest 2024,A bright and zesty scent with citrus notes  perfect for a refreshing start to your day.,115,Citrus,Citrus,2,https://tinyurl.com/extydybu
Jo Malone London Yellow Hibiscus 2024,A floral and fruity fragrance with a tropical twist capturing the essence of a sunny day.,115,Floral,Citrus,2,https://tinyurl.com/34adwv5j
Jo Malone London Sunlit Cherimoya 2024,A warm and exotic fragrance with a blend of floral and fruity notes  ideal for summer evenings.,114,Floral,Ambery,2,https://tinyurl.com/bddm523z
Jo Malone London Rose Blush 2024,A delicate and feminine fragrance with soft floral notes  perfect for a romantic day.,112,Floral,Floral,2,https://tinyurl.com/yc6mx3ej
Jo Malone London Rose Amber,A rich and warm fragrance with a blend of floral and amber notes  ideal for evening wear.,112,Floral,Ambery,2,https://tinyurl.com/34zy5rm3
Jo Malone London Rose & Magnolia 2024,A sophisticated and elegant scent combining floral and woody notes  perfect for special occasions.,112,Chypre,Floral,2,https://tinyurl.com/yc75tp7s
Jo Malone London Orange Bitters Cologne 2023,A bright and refreshing scent with a blend of citrus and green notes  perfect for daytime.,84,Citrus,Green,2,https://tinyurl.com/yfnu23j9
Jo Malone London Green Almond & Redcurrant 2023,A warm and cozy fragrance with a blend of woody and green notes ideal for autumn.,112,Woody,Green,2,https://tinyurl.com/5n6ebfkc
Jo Malone London Ginger Biscuit 2023,A spicy and warm fragrance with a blend of woody and citrus notes  reminiscent of holiday treats.,90,Woody,Citrus,2,https://tinyurl.com/52utpk5e
Jo Malone London English Pear & Sweet Pea,A fresh and floral scent with fruity undertones  perfect for a light and airy feel.,118,Floral,Fruity,2,https://tinyurl.com/yc8dd43s
Jo Malone London English Pear & Freesia 2023,A classic and elegant fragrance with a blend of floral and fruity notes,117,Floral,Fruity,2,https://tinyurl.com/3famdpxf
Jo Malone London Moonlit Camomile,A calming and soothing fragrance with a blend of aromatic fougere notes,75,Aromatic Fougere,Aromatic Fougere,2,https://tinyurl.com/mt6z66bn
Jo Malone London Red Hibiscus 2021,A rich and exotic fragrance with a blend of floral and amber notes,160,Floral,Ambery,2,https://tinyurl.com/mvkn8s8m
Jo Malone London Scarlet Poppy Cologne Intense,A bold and intense fragrance with a blend of floral and amber notes,155,Floral,Ambery,2,https://tinyurl.com/29rpb634
Jo Malone London Fig & Lotus Flower,A fresh and clean fragrance with a blend of woody and green notes,80,Woody,Green,2,https://tinyurl.com/bded7maw
Jo Malone London Cypress & Grapevine Cologne Intense,A rich and deep fragrance with a blend of woody and citrus notes,110,Woody,Citrus,2,https://tinyurl.com/36sdfcvx
Jo Malone London Yuja,A bright and zesty fragrance with citrus notes,103,Citrus,Citrus,2,https://tinyurl.com/mvzxvvhd
Jo Malone London Gardenia & Oud Absolu,A luxurious and opulent fragrance with a blend of woody and amber notes,188,Woody,Ambery,2,https://tinyurl.com/2runm2up
Jo Malone London Silver Birch & Lavender,A calming and soothing fragrance with a blend of aromatic fougere notes,122,Aromatic Fougere,Aromatic Fougere,2,https://tinyurl.com/5dxn5zua
Jo Malone London Waterlily,A delicate and fresh fragrance with a blend of floral and watery notes,153,Floral,Watery,2,https://tinyurl.com/223wz9pa
Jo Malone London Vetiver & Golden Vanilla Cologne Intense,A rich and warm fragrance with a blend of woody and amber notes,156,Woody,Ambery,2,https://tinyurl.com/37cxbvy4
Jo Malone London Violet & Amber Absolu,A deep and sensual fragrance with a blend of floral and amber notes,215,Floral,Ambery,4,https://tinyurl.com/erh56umr
Jo Malone London Bronze Wood & Leather Cologne Intense,A bold and rugged fragrance with a blend of leather and woody notes,135,Leather,Woody,2,https://tinyurl.com/556p4uw5
Jo Malone London Whisky & Cedarwood,A rich and woody fragrance with a blend of woody and citrus notes,225,Woody,Citrus,2,https://tinyurl.com/4htpndt3
Jo Malone London Birch & Black Pepper,A spicy and warm fragrance with a blend of woody and citrus notes,225,Woody,Citrus,2,https://tinyurl.com/yfpchu4n
Jo Malone London Assam & Grapefruit,A bright and zesty fragrance with a blend of citrus and chypre notes,225,Citrus,Chypre,2,https://tinyurl.com/y4b663ju
Jo Malone London Amber & Patchouli,A deep and warm fragrance with a blend of woody and amber notes,225,Woody,Ambery,2,https://tinyurl.com/mrjfuyxd
Jo Malone London Honeysuckle & Davana,A sweet and floral fragrance with a blend of chypre and floral notes,165,Chypre,Floral,2,https://tinyurl.com/msvharkd
Jo Malone London Rose & White Musk Absolu,A delicate and sensual fragrance with floral notes,315,Floral,Floral,4,https://tinyurl.com/yrx2cu9a
Jo Malone London Jasmine Sambac & Marigold Cologne Intense,A rich and exotic fragrance with floral notes,175,Floral,Floral,2,https://tinyurl.com/4xudh6uu
Jo Malone London Poppy & Barley,A fresh and floral fragrance with green notes,105,Floral,Green,2,https://tinyurl.com/3yjx262y
Jo Malone London English Oak & Redcurrant,A warm and cozy fragrance with a blend of woody and fruity notes,128,Woody,Fruity,2,https://tinyurl.com/3rvn59kw
Jo Malone London English Oak & Hazelnut,A rich and warm fragrance with a blend of woody and green notes,165,Woody,Green,2,https://tinyurl.com/3wpj5tfw
Jo Malone London Myrrh & Tonka Cologne Intense,A deep and luxurious fragrance with a blend of amber and oriental notes,225,Ambery,Ambery,2,https://tinyurl.com/ycksphap
Jo Malone London Basil & Neroli,A fresh and zesty fragrance with citrus notes,165,Citrus,Citrus,2,https://tinyurl.com/4rsne277
Jo Malone London Mimosa & Cardamom,A warm and spicy fragrance with a blend of floral and amber notes,165,Floral,Ambery,2,https://tinyurl.com/4evbas6d
Jo Malone London Osmanthus Blossom,A fresh and floral fragrance with citrus notes,140,Floral,Citrus,2,https://tinyurl.com/4v5pdah2
Jo Malone London Wood Sage & Sea Salt,A fresh and clean fragrance with a blend of woody and watery notes,120,Woody,Watery,2,https://tinyurl.com/3x3tz933
Jo Malone London Tuberose Angelica Cologne Intense,A rich and deep fragrance with floral notes,161,Floral,Floral,2,https://tinyurl.com/3cwr9tv3
Jo Malone London Peony & Blush Suede,A delicate and feminine fragrance with floral notes,165,Floral,Floral,2,https://tinyurl.com/234b94ww
Jo Malone London Blackberry & Bay,A fresh and fruity fragrance with citrus notes,165,Citrus,Fruity,2,https://tinyurl.com/yhak2756
Jo Malone London Velvet Rose & Oud Cologne Intense,A rich and deep fragrance with a blend of floral and gourmand notes,225,Floral,Gourmand,2,https://tinyurl.com/5n76mrcz
Jo Malone London Wild Bluebell,A delicate and fresh fragrance with floral and watery notes,165,Floral,Watery,2,https://tinyurl.com/5y6pd2jr
Jo Malone London Earl Grey & Cucumber,A bright and zesty fragrance with a blend of citrus and chypre notes,165,Citrus,Chypre,2,https://tinyurl.com/3bw7792t
Jo Malone London English Pear & Freesia,A classic and elegant fragrance with a blend of floral and fruity notes,165,Floral,Fruity,2,https://tinyurl.com/2h8cpzsn
Jo Malone London Oud & Bergamot Cologne Intense,A rich and luxurious fragrance with a blend of woody and citrus notes,225,Woody,Citrus,2,https://tinyurl.com/2knfvjj5
Jo Malone London Vanilla & Anise,A warm and spicy fragrance with a blend of amber and floral notes,165,Ambery,Floral,2,https://tinyurl.com/4djb8xfm
Jo Malone London Dark Amber & Ginger Lily,A rich and exotic fragrance with a blend of woody and amber notes,225,Woody,Ambery,2,https://tinyurl.com/3jvmjtuh
Jo Malone London White Jasmine & Mint,A fresh and floral fragrance with minty notes,165,Floral,Floral,2,https://tinyurl.com/3nfapfzy
Jo Malone London Blue Agava & Cacao,A unique and exotic fragrance with a blend of amber and gourmand notes,165,Ambery,Gourmand,2,https://tinyurl.com/297vvtpw
Jo Malone London Pomegranate Noir,A deep and rich fragrance with a blend of woody and amber notes,165,Woody,Ambery,2,https://tinyurl.com/2s4ammjm
Jo Malone London Nectarine Blossom & Honey,A sweet and fruity fragrance with floral notes,165,Floral,Fruity,2,https://tinyurl.com/23hkabmz
Jo Malone London Vintage Gardenia,A classic and elegant fragrance with a blend of woody and amber notes,130,Woody,Ambery,2,https://tinyurl.com/bddyn6xz
Jo Malone London Orange Blossom,A fresh and floral fragrance with citrus notes,165,Floral,Floral,2,https://tinyurl.com/k39mczvb
Jo Malone London Black Vetyver Café,A bold and rugged fragrance with a blend of woody and amber notes,350,Woody,Ambery,2,https://tinyurl.com/nna4abft
Jo Malone London Wild Fig & Cassis,A fresh and fruity fragrance with a blend of chypre and fruity notes,270,Chypre,Fruity,2,https://tinyurl.com/4jxtabjd
Jo Malone London 154,A rich and warm fragrance with a blend of woody and citrus notes,165,Woody,Citrus,2,https://tinyurl.com/355rhsh8
Jo Malone London Red Roses,A classic and elegant fragrance with floral notes,165,Floral,Floral,2,https://tinyurl.com/3znabbd5
Jo Malone London Verbenas of Provence,A bright and zesty fragrance with citrus notes,360,Citrus,Citrus,2,https://tinyurl.com/yc2jy7ma
Jo Malone London Amber & Lavender,A rich and warm fragrance with a blend of woody and amber notes,165,Woody,Ambery,2,https://tinyurl.com/ns8pcay5
Jo Malone London French Lime Blossom,A fresh and floral fragrance with citrus notes,365,Floral,Citrus,2,https://tinyurl.com/ypkevd42
Jo Malone London Grapefruit,A bright and zesty fragrance with citrus notes,165,Citrus,Citrus,2,https://tinyurl.com/536s5r9x
Jo Malone London Lime Basil & Mandarin,A unique and exotic fragrance with a blend of citrus and chypre notes,165,Citrus,Chypre,2,https://tinyurl.com/477kdrt9
Jo Malone London Nutmeg & Ginger,A warm and spicy fragrance with woody notes,165,Woody,Spicy,2,https://tinyurl.com/5es4bvhk
Jo Malone London Wild Achillea 2023,A fresh and green fragrance with a blend of citrus and green notes,82,Citrus,Green,2,https://tinyurl.com/yc63czvm
Kilian Sunkissed Goddess 2024,A casual yet distinctive fragrance with a blend of fresh floral notes,295,Floral,Floral,4,https://tinyurl.com/y73t9eby
Kilian Born to Be Unforgettable,A casual yet distinctive fragrance with a blend of woody and ambery notes,150,Woody,Ambery,4,https://tinyurl.com/3dcyf5j7
Kilian Smoking Hot,A casual yet distinctive fragrance with a blend of woody and ambery notes,295,Woody,Ambery,4,https://tinyurl.com/2kk24pza
Kilian Princess Eau Fraiche,A casual yet distinctive fragrance with a blend of floral and ambery notes,120,Floral,Ambery,4,https://tinyurl.com/mrx522vr
Kilian Can't Stop Loving You,A casual yet distinctive fragrance with a blend of floral and ambery notes,260,Floral,Ambery,4,https://tinyurl.com/3t6hy35k
Kilian Kologne Shield of Protection,A casual yet distinctive fragrance with a blend of fresh citrus notes,177,Citrus,Citrus,4,https://tinyurl.com/y96dtk5v
Kilian Musk Butterfly,A casual yet distinctive fragrance with a blend of floral and aldehydic notes,194,Floral,Aldehydic,4,https://tinyurl.com/26mnbx5s
Kilian L'heure Verte,A casual yet distinctive fragrance with a blend of rich woody notes,182,Woody,Woody,4,https://tinyurl.com/4nanhnxs
Kilian Apple Brandy on the Rocks,A refreshing blend with notes of apple brandy and icy sensations.,171,Woody,Ambery,4,https://tinyurl.com/3jxxj5ft
Kilian A Kiss From A Rose,A romantic scent that captures the essence of fresh roses.,106,Floral,Floral,4,https://tinyurl.com/bdse3mmt
Kilian Love: Don't Be Shy Extreme,"A richer version of the original, featuring bold notes of orange blossom and vanilla.",370,Floral,Ambery,4,https://tinyurl.com/2j7m9w6n
Kilian Roses on Ice,A crisp fragrance with the coolness of cucumber and the softness of roses.,91,Floral,Floral,4,https://tinyurl.com/yuwvc35j
Kilian Angel's Share,Inspired by the world of cognac with notes of oak and cinnamon.,225,Ambery,Ambery,4,https://tinyurl.com/mut9a57n
Kilian Good Girl Gone Bad Eau Fraiche,A lighter take on the original with florals and aquatic notes.,195,Floral,Floral,4,https://tinyurl.com/4dre43df
Kilian Crazy Hot,A fiery fragrance with spicy and warm notes.,450,Floral,Ambery,4,https://tinyurl.com/mu2zu6fw
Kilian After Sunset,"A lively mix of lychee and musk, perfect for evening allure.",150,Floral,Fruity,4,https://tinyurl.com/yck8m4hb
Kilian Rolling in Love,An intimate blend of musk and almond milk.,177,Floral,Musk Skin,4,https://tinyurl.com/mrxujbpc
Kilian Madly in Love,A passionate scent with accents of raspberry and leather.,169,Leather,Fruity,4,https://tinyurl.com/2s3czf8d
Kilian Do It for Love,"A floral and woody fragrance, driven by the power of love.",395,Woody,Floral,4,https://tinyurl.com/yxr6kds2
Kilian Adults,A sensual blend with a striking note of fig milk.,289,Woody,Ambery,4,https://tinyurl.com/5e67p496
Kilian Kissing,A sweet and playful fragrance with a hint of bubblegum.,250,Ambery,Gourmand,4,https://tinyurl.com/ywpk6enj
Kilian Princess,A youthful and spirited scent with ginger and green notes.,115,Ambery,Citrus,4,https://tinyurl.com/kjreby3r
Kilian Dark Lord,A powerful and enigmatic scent with leather and vetiver.,213,Leather,Woody,4,https://tinyurl.com/2xau8xna
Kilian Woman in Gold,A luxurious blend of golden honey and tobacco.,186,Floral,Ambery,4,https://tinyurl.com/bdf8s7my
Kilian Gold Knight,An elegant and bold fragrance with notes of patchouli and honey.,159,Woody,Ambery,4,https://tinyurl.com/yjzs82zw
Kilian Black Phantom: Memento Mori,A rich and dark blend with coffee and sandalwood.,205,Woody,Woody,4,https://tinyurl.com/3s5sasb6
Kilian Good Girl Gone Bad Extreme,An intense floral scent with amplified notes of tuberose and jasmine.,196,Floral,Ambery,4,https://tinyurl.com/ya3j7nvb
Kilian Straight to Heaven White Cristal Extreme,"A heavenly mix with hints of rum and vanilla, leading to divine addiction.",175,Woody,Woody,4,https://tinyurl.com/bdx7cj8n
Kilian Noir Aphrodisiaque: Paris,A seductive blend with dark chocolate and coffee.,181,Woody,Ambery,4,https://tinyurl.com/y68rzxkj
Kilian Royal Leather: Mayfair,"A regal leather scent, refined and sophisticated.",595,Leather,Woody,4,https://tinyurl.com/y3ursv9v
Kilian Moonlight in Heaven,A dreamy tropical mix of mango and coconut.,174,Floral,Floral,4,https://tinyurl.com/3hj7paku
Kilian Voulez-vous Coucher Avec Moi,A seductive night-time scent with gardenia and sandalwood.,165,Woody,Floral,4,https://tinyurl.com/98kudmz9
Kilian Pearl Oud: Doha,A luxurious and exotic fragrance with the richness of pearl oud.,340,Woody,Ambery,4,https://tinyurl.com/33fe4k86
Kilian Lemon in Zest: Lugano,A zesty and vibrant fragrance with Italian lemon.,600,Citrus,Citrus,4,https://tinyurl.com/43769w5r
Kilian Straight to Heaven Splash of Heaven,A magnetic blend with dark rum and Brazilian orange.,225,Woody,Citrus,4,https://tinyurl.com/mwbcucyp
Kilian Eternal Oud,A timeless oud blend with rose and saffron.,550,Woody,Ambery,4,https://tinyurl.com/33uadvh9
Kilian Black Oud,A dark and intense oud fragrance with spicy notes.,339,Woody,Ambery,4,https://tinyurl.com/5hkmdzwt
Kilian Light My Fire,"A hypnotic tobacco scent, smoky and seductive.",226,Leather,Woody,4,https://tinyurl.com/3cb2hcyz
Kilian Intoxicated,"An intense coffee blend, deep and invigorating.",182,Woody,Gourmand,4,https://tinyurl.com/nh58rdfr
Kilian Smoke for the Soul,A unique tobacco scent with green and aromatic notes.,225,Woody,Green,4,https://tinyurl.com/3f8jbpbe
Kilian Sacred Wood,"A serene sandalwood fragrance, deep and calming.",175,Woody,Woody,4,https://tinyurl.com/2srbdnbx
Kilian Vodka on the Rocks: Moscow,"A crisp and refreshing fragrance, perfect for clarity.",180,Woody,Green,4,https://tinyurl.com/4bvv52fx
Kilian Apple Brandy: New York,A bold and fiery fragrance with notes of brandy and oak.,261,Woody,Fruity,4,https://tinyurl.com/5wyz3wyw
Kilian Playing with the Devil,A playful and daring scent with spicy undertones.,171,Woody,Ambery,4,https://tinyurl.com/ycxcr39d
Kilian Musk Oud,"A rich and luxurious musk blend, deep and resonant.",211,Woody,Woody,4,https://tinyurl.com/ycxmaykt
Kilian Flower of Immortality,A celestial and enchanting peony blend.,140,Floral,Musk Skin,4,https://tinyurl.com/25j7379z
Kilian In the City of Sin,A sinful and rich fragrance with spices and fruits.,225,Woody,Fruity,4,https://tinyurl.com/5955vh9c
Kilian Good Girl Gone Bad,A floral explosion with osmanthus and narcissus.,195,Floral,Floral,4,https://tinyurl.com/ymwyw673
Kilian Forbidden Games,A playful and mischievous blend with fruits and spices.,195,Floral,Ambery,4,https://tinyurl.com/yp5xbc7p
Kilian Bamboo Harmony,"A calming and refreshing bamboo scent, pure and clean.",175,Citrus,Citrus,4,https://tinyurl.com/ydtbuysx
Kilian Water Calligraphy,A gentle and aquatic scent with water lily and green tea.,485,Floral,Watery,4,https://tinyurl.com/bdzbwab5
Kilian Amber Oud,A rich and deep blend with amber and oud.,560,Woody,Ambery,4,https://tinyurl.com/r685psvt
Kilian Sweet Redemption: The End,A redemption through sweet orange blossom and vanilla.,210,Floral,Ambery,4,https://tinyurl.com/yckm6sy9
Kilian Rose Oud,A luxurious and seductive rose oud.,130,Woody,Woody,4,https://tinyurl.com/mr34fry5
Kilian Back to Black: Aphrodisiac,A deep and alluring blend with honey and tobacco.,180,Woody,Ambery,4,https://tinyurl.com/yc5e7tbr
Kilian Pure Oud,"A pure and deep oud, majestic and profound.",270,Leather,Leather,4,https://tinyurl.com/5n7t28a8
Kilian Love: Don't Be Shy,A sweet and seductive orange blossom blend.,230,Floral,Ambery,4,https://tinyurl.com/3ytkma5d
Kilian Beyond Love: Prohibited,A forbidden love story with tuberose and coconut.,210,Floral,Floral,4,https://tinyurl.com/4bwzajkp
Kilian Liaisons Dangereuses: Typical Me,A dangerous liaison with plum and rose.,180,Floral,Floral,4,https://tinyurl.com/yx8j6cs6
Kilian A Taste of Heaven: Absinthe Verte,A green and aromatic adventure with absinthe and lavender.,210,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/mvdvmd38
Lacoste Eau de Lacoste L.12.12 Blanc Eau Intense Pour Lui,A vibrant fresh scent with notes of grapefruit rosemary and leather embodying the spirit of the iconic white polo shirt.,50,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/22rzwthf
Lacoste Match Point Cologne,A dynamic fragrance that captures the essence of victory with notes of basil and cashmeran.,35,Aromatic Fougere,Citrus,3,https://tinyurl.com/5t3ynenb
Lacoste Booster,An energizing aroma with a burst of citrus and eucalyptus designed for the active man.,30,Woody,Citrus,3,https://tinyurl.com/ywfu9ubt
Lacoste Eau de Lacoste L.12.12 Blanc Eau Fraîche Pour Lui,A light and refreshing twist on the classic Blanc with added watermelon and lemon notes.,50,Citrus,Green,3,https://tinyurl.com/y3n6jzhd
Lacoste Match Point Eau de Parfum,A sophisticated blend of black pepper and vetiver ideal for the competitive spirit.,33,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/bdzey29y
Lacoste Eau de Lacoste L.12.12 Blanc EDP Pour Lui,An elegant woody version of the classic Blanc with added depth from cardamom and suede.,42,Woody,Aromatic Fougere,4,https://tinyurl.com/bdz32f3d
Lacoste Match Point,An exhilarating fragrance with notes of cashmeran and vetiver capturing the tension of a decisive match point.,50,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/2p8xffkz
Lacoste L'Homme Lacoste Timeless,A timeless scent with rich notes of cardamom and sandalwood designed for the refined gentleman.,50,Aromatic Fougere,Spicy,3,https://tinyurl.com/3ekzwzh5
Lacoste L'Homme Lacoste Intense,An intense and spicy iteration of L'Homme with added black pepper and rhubarb.,30,Aromatic Fougere,Fruity,3,https://tinyurl.com/4ccaay7z
Lacoste L'Homme Lacoste,A balanced masculine blend of orange and rhubarb set against a woody base.,30,Woody,Citrus,3,https://tinyurl.com/4y9b5xt9
Lacoste Lacoste L!VE,A vibrant and energetic scent with notes of lime and licorice perfect for the dynamic and youthful.,25,Citrus,Green,3,https://tinyurl.com/ysxn9myk
Lacoste Eau de Lacoste L.12.12 Noir Pour Lui,A deep and intense fragrance featuring notes of chocolate and patchouli evoking the warmth of a summer night.,30,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/yxtb7x22
Lacoste Lacoste Challenge Re/Fresh,A refreshing and revitalizing fragrance with birch leaf and cardamom perfect for a quick recharge.,20,Aromatic Fougere,Fruity,3,https://tinyurl.com/jrr3j7e7
Lacoste Eau de Lacoste L.12.12 Blanc Pour Lui,The original Eau de Lacoste a clean and crisp fragrance with a blend of grapefruit rosemary and cedar leaves.,45,Aromatic Fougere,Citrus,3,https://tinyurl.com/3rh97jyu
Lacoste Lacoste Essential Sport,A light and refreshing sports fragrance with notes of pink grapefruit bergamot and frosted ginger.,37,Woody,Citrus,3,https://tinyurl.com/4y75cw38
Lacoste Lacoste Challenge,An energetic scent that combines notes of tangerine and ginger designed to inspire and invigorate.,40,Woody,Citrus,3,https://tinyurl.com/2p9k4sup
Lacoste Lacoste Essential,A fresh and aromatic fragrance with a classic blend of citrus tomato leaves and black pepper.,36,Aromatic Fougere,Watery,3,https://tinyurl.com/2dhk472j
Lacoste Lacoste 'Style in Play' (Red),A fiery and energetic scent with notes of green apple and thuja perfect for the modern man on the go.,30,Aromatic Fougere,Fruity,3,https://tinyurl.com/yc3whcts
Lacoste Lacoste Pour Homme,A sophisticated and refined fragrance featuring notes of plum apple and juniper ideal for the confident man.,30,Woody,Ambery,4,https://tinyurl.com/5n7ejmnn
Lacoste Eau de Lacoste L.12.12 Blanc x Roland Garros,A special edition scent celebrating the partnership with Roland Garros featuring hints of petitgrain and basil.,44,Woody,Citrus,3,https://tinyurl.com/bdeks29u
Lattafa Al Dur Al Maknoon Silver,A luxurious blend of spices and oud reflecting the allure of silver.,15,Chypre,Fruity,4,https://tinyurl.com/4vem9njt
Lattafa Al Athal L'Attafa,An engaging mix of floral and citrus for a vibrant and energetic aroma.,30,Floral,Ambery,4,https://tinyurl.com/4y75mjvx
Lattafa Asad Zanzibar,"Exotic spices blend with warmth, capturing the essence of Zanzibar's charm.",32,Aromatic Fougere,Watery,4,https://tinyurl.com/ydtmyj2u
Lattafa Atlas,"Amber and musk create a bold scent, reminiscent of towering mountain ranges.",35,Woody,Watery,4,https://tinyurl.com/tkvrfr5r
Lattafa Al Nashama Caprice,Playful fruity notes energize this spirited and lively fragrance.,32,Aromatic Fougere,Citrus,4,https://tinyurl.com/vw7wmjtc
Lattafa Al Nashama,"Classic tobacco and leather mix for a traditional, rich aromatic experience.",28,Woody,Ambery,4,https://tinyurl.com/yc7m9syb
Lattafa La African Drummer,"Earthy tones inspired by African rhythms, rich and deep in heritage.",30,Floral,Ambery,4,https://tinyurl.com/2w5zde7y
Lattafa Emeer,Regal rose and saffron offer a luxurious scent fit for royalty.,32,Woody,Ambery,4,https://tinyurl.com/kw7b9ab5
Lattafa Khamrah Qahwa,"A rich vanilla coffee scent, perfect for a warm, inviting atmosphere.",35,Woody,Ambery,4,https://tinyurl.com/5f74fnfw
Lattafa Vintage Radio,"Vanilla and musk evoke nostalgia, reminiscent of old-time elegance.",40,Woody,Ambery,4,https://tinyurl.com/mrmk948j
Lattafa Musamam White Intense,"Intense floral and citrus blend for a fresh, invigorating scent.",50,Ambery,Citrus,4,https://tinyurl.com/yyrws8ft
Lattafa Jasoor,"Bold woods and a hint of spice create a strong, assertive fragrance.",25,Leather,Woody,4,https://tinyurl.com/429yfjve
Lattafa Ajwaa,"Light, uplifting with sweet fruity notes for a joyful scent experience.",45,Ambery,Spicy,4,https://tinyurl.com/5h7wspst
Lattafa Al Awsaaf,"Herbal and woody notes combine in a unique, earthy fragrance.",31,Woody,Ambery,4,https://tinyurl.com/bdhpmy5x
Lattafa Liam Grey,"Modern citrus and amber create a contemporary, stylish aroma.",24,Woody,Ambery,4,https://tinyurl.com/kzs2sjad
Lattafa Liam Blue Shine,"Blue aquatic notes with a burst of citrus, fresh and invigorating. Clone of Acqua Di Gio Profondo",25,Aromatic Fougere,Watery,4,https://tinyurl.com/yvutm28e
Lattafa Bayaan,Elegant florals backed by soft musk create a sophisticated scent.,21,Chypre,Fruity,4,https://tinyurl.com/4kbxtywv
Lattafa Emaan,"Whispering florals and musk for a serene, subtly profound fragrance.",22,Floral,Ambery,4,https://tinyurl.com/mryy9y96
